found_helpful,#comments,harvest_brand,harvest_product_description,publish_time,retailer_product_code,review_date,review_rating,review_text,review_title,top_reviewer_flag,upc,url,verified_purchase,vine_voice,manufacturer_response,manufacturer_response_text,parent_review,syndicated_from,direct_review_url,purchase_time,user_level,variants,review_id,user_id,review_image,source_path
,"","Nestle/雀巢","嘉宝Gerber营养米粉米糊225g罐装1阶段6个月添加辅食初期","","545135822523","2018-02-07T12:00:09","","日期新鲜，口感还不错，孩子爱吃，价格实惠！","",,"","https://detail.tmall.com/item.htm?id=545135822523",,,,,,,,,,"","340340600723","雁***0","","/storage_server/ArchiveData/review_details/daily/CN/2018/02/08/RR.Tmall.cn/HTML/1"
,"","Nestle/雀巢","嘉宝Gerber营养米粉米糊225g罐装1阶段6个月添加辅食初期","","545135822523","2018-02-07T20:05:46","","第一次买米粉，不太懂，看着挺好的，原来原味的也是有点甜甜的啊","",,"","https://detail.tmall.com/item.htm?id=545135822523",,,,,,,,,,"","340392049874","m***0","","/storage_server/ArchiveData/review_details/daily/CN/2018/02/08/RR.Tmall.cn/HTML/1"
,"","Nestle/雀巢","嘉宝Gerber营养米粉米糊225g罐装1阶段6个月添加辅食初期","","545135822523","2018-02-07T17:41:37","","试用报告 送给各位：眼见我的淘气值就涨了，以前在天猫淘宝上买东西，都是系统自动好评，花了有好多好多钱，后来才知道可以评论得积分可以涨淘气值时，才知道评论的重要性，所以以后无论买什么东西，我都先把这段话复制粘贴下来，然后再写宝贝评论，没错，评论80个字以上就可以获得50个积分。","",,"","https://detail.tmall.com/item.htm?id=545135822523",,,,,,,,,,"","340364826004","a***图","//img.alicdn.com/bao/uploaded/i4/0/TB2WfMAXljTBKNjSZFDXXbVgVXa_!!0-rate.jpg","/storage_server/ArchiveData/review_details/daily/CN/2018/02/08/RR.Tmall.cn/HTML/1"
